Stomatepia pindu	YP_009590629
Stenopus hispidus	YP_006493383
Saimiri boliviensis boliviensis	YP_006493372
Erythranthe guttata	YP_006460170
Pygathrix cinerea 2 RL-2012	YP_006460545
Pygathrix cinerea 1 RL-2012	YP_006460532
Pygathrix nigripes	YP_006460519
Rhinopithecus bieti 2 RL-2012	YP_006460506
Rhinopithecus strykeri	YP_006460493
Rhinopithecus bieti 1 RL-2012	YP_006460480
Rhinopithecus brelichi	YP_006460467
Stiphodon alcedo	YP_006460433
Panthera leo persica	YP_006460420
Onychostoma lini	YP_006460217
Cyprinus carpio 'wuyuanensis'	YP_006460123
Cyprinus carpio haematopterus	YP_006460097
Cyprinus carpio 'xingguonensis'	YP_006460084
Cyprinus carpio carpio	YP_006460071
Tetraophasis obscurus	YP_006460058
Hydropotes inermis argyropus	YP_006460032
Tetrancistrum nebulosi	YP_006460018
Rafetus swinhoei	YP_006303639
Trachinops taeniatus	YP_006303626
Minimugil cascasia	YP_006303601
Squalomugil nasutus	YP_006303588
Oedalechilus labeo	YP_006303459
Pseudomyxus capensis	YP_006303446
Mugil curema	YP_006303407
Planiliza affinis	YP_006303381
Cuora bourreti	YP_006303355
Crenimugil crenilabis	YP_006303342
Chelon labrosus	YP_006303329
Chiloscyllium griseum	YP_006303316
Chaenomugil proboscideus	YP_006303303
Bostrychus sinensis	YP_006303290
Aldrichetta forsteri	YP_006303277
Cuora picturata	YP_006303264
Zygeupolia rubens	YP_006303257
Agonostomus monticola	YP_006303238
Nectonemertes cf. mirabilis HC-2011	YP_006303217
Cylindrus obtusus	YP_006303184
Samia ricini	YP_006303146
Solemya velum	YP_006073346
Pseudochauhanea macrorchis	YP_005351108
Ctenoptilum vasava	YP_005088735
Eunapius subterraneus	YP_004935628
Apodemus agrarius	YP_004935507
Siphonaria gigas	YP_004935040
Baylisascaris procyonis	YP_004935200
Trimusculus reticulatus	YP_004935105
Rhinolophus ferrumequinum korai	YP_004935081
Succinea putris	YP_004935066
Salinator rhamphidia	YP_004934999
Rhopalocaulis grandidieri	YP_004934973
Pielomastax zhengi	YP_004934961
Peronia peronii	YP_004934947
Ostrea edulis	YP_004934935
Pedipes pedipes	YP_004934922
Ovatella vulcani	YP_004934883
Auriculinella bidentata	YP_004934818
Wellcomia siamensis	YP_004927932
Cucullanus robustus	YP_004927920
Heliconema longissimum	YP_004927908
Nanorana pleskei	YP_004927523
Equus hemionus	YP_004891290
Pelophylax chosenicus	YP_004891264
Polylabris halichoeres	YP_004891188
Neodon irene	YP_004891154
Dracunculus medinensis	YP_004857909
Ibidoecus bisignatus	YP_004842324
Anaticola crassicornis	YP_004842315
Coloceras sp. SLC-2011	YP_004842301
Hucho bleekeri	YP_004842207
Mytilus californianus	YP_004842044
Chelus fimbriata	YP_004841917
Chelodina oblonga	YP_004841878
Lepomis macrochirus	YP_004841852
Sinentomon erythranum	YP_004841749
Cepaea nemoralis	COX1_12206
Baylisascaris schroederi	YP_004778171
Liriomyza sativae	YP_004778152
Baylisascaris ailuri	YP_004778146
Baylisascaris transfuga	YP_004778134
Gracula religiosa	YP_004769916
Crossoptilon auritum	YP_004769903
Oroperipatus sp. DVL-2011	YP_004769597
Tachysurus fulvidraco	YP_004769573
Spilornis cheela	YP_004769562
Rhabdopleura compacta	YP_004581432
Lepus capensis	YP_004734440
Pygocentrus nattereri	YP_004734427
Pangasius larnaudii	YP_004734414
diploid Xenocypris davidi x Megalobrama amblycephala	YP_004734401
Pareutropius debauwi	YP_004734388
Distichodus sexfasciatus	YP_004734375
Apareiodon affinis	YP_004734349
Malapterurus electricus	YP_004734336
Thulinius sp. DVL-2010	YP_004734080
Heteropneustes fossilis	YP_004734044
Cyanopica cyanus	YP_004733934
Diplomystes nahuelbutaensis	YP_004733921
Hepsetus odoe	YP_004733729
Hemiodopsis gracilis	YP_004733547
Hydrolycus scomberoides	YP_004733500
Python molurus molurus	YP_004733487
Bunocephalus coracoideus	YP_004733474
Garrulus glandarius	YP_004733461
Auchenoglanis occidentalis	YP_004733448
Synodontis schoutedeni	YP_004733435
Nycticorax nycticorax	YP_004733422
Silurus asotus	YP_004733409
Citharinus congicus	YP_004733396
Ficedula zanthopygia	YP_004733213
Chilodus punctatus	YP_004733200
Koreocobitis naktongensis	YP_004733161
Pimelodus pictus	YP_004733148
Triturus pygmaeus	YP_004733135
Triturus marmoratus	YP_004733122
Triturus macedonicus	YP_004733109
Nerodia sipedon	YP_004733096
Triturus karelinii	YP_004733083
Triturus dobrogicus	YP_004733070
Triturus cristatus	YP_004733057
Triturus carnifex	YP_004733023
Arripis trutta	YP_004733010
Histiopterus typus	YP_004732997
Chaenocephalus aceratus	YP_004581499
Notothenia coriiceps	YP_004581486
Pleuragramma antarctica	YP_004581473
Crocodylus novaeguineae	YP_004581460
Silurus lanzhouensis	YP_004581447
Crocodylus intermedius	YP_004581421
Crocodylus acutus	YP_004581408
Tubulipora flabellaris	YP_004581394
Porites okinawensis	YP_004581316
Goniopora columna	YP_004581303
Polycyathus sp. MFL-2011	YP_004581290
Fungiacyathus stephanus	YP_004581264
Plakinastrella cf. onkodes DVL-2011	YP_001648679
Libelloides macaronius	YP_004564070
Pseudobagrus brevicorpus	YP_004564577
Rhinophrynus dorsalis	YP_004564340
Pseudhymenochirus merlini	YP_004564287
Pipa carvalhoi	YP_004564274
Hymenochirus boettgeri	YP_004564221
Pseudorasbora parva	YP_004564208
Acridotheres cristatellus	YP_004564195
Macrochirichthys macrochirus	YP_004465347
Salmostoma bacalia	YP_004465321
Hemigrammocypris rasborella	YP_004465308
Raiamas guttatus	YP_004465295
Microdevario nana	YP_004465282
Horadandia atukorali	YP_004465256
Luciosoma bleekeri	YP_004465143
Yaoshanicus arcus	YP_004465130
Tanichthys albonubes	YP_004465117
Nicholsicypris normalis	YP_004465104
Cabdio morar	YP_004465078
Sewellia lineolata	YP_004465052
Barilius bendelisis	YP_004465039
Psilorhynchus sucatio	YP_004465026
Rasboroides vaterifloris	YP_004465013
Brotogeris cyanoptera	YP_004465000
Mammuthus columbi	YP_004464987
Leptobarbus hoevenii	YP_004464974
Rasbora daniconius	YP_004464961
Danio dangila	YP_004464935
Rhinopithecus bieti	YP_004425126
Rhinopithecus avunculus	YP_004425113
Plecotus auritus	YP_004425100
Toxolasma parvus	YP_004425084
Lasmigona compressa	YP_004425057
Utterbackia imbecillis	YP_004425030
Utterbackia peninsularis	YP_004425003
Margaritifera falcata	YP_004424989
Canthigaster jactator	YP_004347981
Arothron manilensis	YP_004347968
Colomesus psittacus	YP_004347955
Chelonodontops pleurospilus	YP_004347942
Colomesus asellus	YP_004347929
Torquigener pleurogramma	YP_004347916
Monotrete cochinchinensis	YP_004347903
Tetraodon mbu	YP_004347864
Tetraodon miurus	YP_004347838
Tetraodon biocellatus	YP_004347732
Tylerius spinosissimus	YP_004347706
Pao palembangensis	YP_004347693
Pelagocephalus marki	YP_004347667
Carinotetraodon salivator	YP_004347654
Carinotetraodon lorteti	YP_004347628
Omegophora armilla	YP_004347615
Auriglobus modestus	YP_004347602
Tetractenos glaber	YP_004347589
Sphoeroides testudineus	YP_004347576
Lagocephalus laevigatus	YP_004347563
Sphoeroides annulatus	YP_004347550
Lagocephalus lagocephalus	YP_004347537
Megacopta cribraria	YP_004347523
Sphoeroides parvus	YP_004347511
Lagocephalus sceleratus	YP_004347498
Polyspina piosae	YP_004347485
Canthigaster valentini	YP_004347459
Arothron hispidus	YP_004347446
Torquigener hypselogeneion	YP_004347420
Unio pictorum	YP_004327747
Placozoan sp. 'Shirahama'	YP_004327725
Niwaella delicata	YP_004327630
Cobitis takatsuensis	YP_004327617
Odorrana ishikawae	YP_004327604
Crassostrea nippona	YP_004300523
Odocoileus virginianus	YP_004300510
Osmerus mordax	YP_004300499
Pristionchus pacificus	YP_004300493
Mallotus villosus	YP_004300474
Hypomesus nipponensis	YP_004300448
Microtus fortis fortis	YP_004300435
Galaxias sp. 'southern'	YP_004300422
Galaxias gollumoides	YP_004300409
Sturnus cineraceus	YP_004300383
Gallinula chloropus	YP_004300372
Crocodylus moreletii	YP_004300357
Emberiza chrysophrys	YP_004300331
Cyanoptila cyanomelana	YP_004300318
Ostrea denselamellosa	YP_004300304
Latimeria menadoensis	YP_220643
Anguilla rostrata	YP_164026
Pennahia argentata	YP_004285959
Pica pica	YP_004285933
Spinus spinus	YP_004285907
Chloris sinica	YP_004285881
Acridotheres tristis	YP_004285868
Paralaubuca typus	YP_004285855
Labeo bata	YP_004285842
Protopterus aethiopicus	YP_004061413
Meleagris gallopavo	YP_004243710
Merluccius merluccius	YP_004222791
Boreus elegans	YP_004222777
Bittacus pilicornis	YP_004222764
Leiothrix argentauris	YP_004222712
Heterocephalus glaber	YP_004222614
Notodoris gardineri	YP_004222599
Hyriopsis schlegelii	YP_004222597
Micromelo undata	YP_004222535
Micromesistius poutassou	YP_004222418
Mauremys megalocephala	YP_004222405
Leptoderma macrophthalmum	YP_004222392
Pollachius pollachius	YP_004222216
Pollachius virens	YP_004222178
Berthellina sp. TLT-2006	YP_004222137
Myomyrus macrops	YP_004222113
Aplysia dactylomela	YP_004222098
Penelopides panini	YP_004222086
Aceros waldeni	YP_004222059
Ixobrychus cinnamomeus	YP_004221824
Jenkinsia sp. CL54	YP_004221811
Pristomyrmex punctatus	YP_004221797
Calliope calliope	YP_004221785
Oscarella microlobata	YP_004123133
Pseudocorticium jarrei	YP_004123173
Rattus leucopus	YP_004123190
Halisarca harmelini	YP_004123478
Rattus sordidus	YP_004123404
Corticium candelabrum	YP_004123423
Contracaecum rudolphii B Bullini et al., 1986	YP_004123396
Oscarella lobularis	YP_004123309
Plakina sp. DVL-2010	YP_004123698
Oscarella tuberculata	YP_004123651
Oscarella malakhovi	YP_004123623
Plakina crypta	YP_004123605
Plakina monolopha	YP_004123591
Cynoglossus abbreviatus	YP_004123546
Procapra przewalskii	YP_004123467
Plakortis simplex	YP_004123371
Rattus fuscipes	YP_004123352
Silurus meridionalis	YP_004123339
Paranemertes cf. peregrina SCS-2010	YP_004123331
Rattus villosissimus	YP_004123313
Rattus tunneyi	YP_004123272
Plakina jani	YP_004123264
Rattus lutreolus	YP_004123232
Plakortis halichondrioides	YP_004123224
Oscarella viridis	YP_004123214
Capra hircus	YP_004111298
Meretrix lusoria	YP_004072666
Panthera tigris amoyensis	YP_004062155
Cuora amboinensis	YP_004062142
Hydatigera taeniaeformis	YP_004062137
Entoria okinawaensis	YP_004021606
Phraortes illepidus	YP_004021619
Crocodylus palustris	YP_004021906
Phraortes sp. Iriomote Island	YP_004021892
Cervus canadensis songaricus	YP_004021867
Ramulus irregulariterdentatus	YP_004021853
Rucervus eldii	YP_004021841
Opilio parietinus	YP_004021826
Pseudomys chapmani	YP_004021731
Leggadina lakedownensis	YP_004021633
Sus scrofa taivanus	YP_004021577
Leiopelma archeyi	YP_004021564
Alosa sapidissima	YP_004021551
Megacrania alpheus adan	YP_004021524
Occidozyga martensii	YP_004021487
Unionicola parkeri	YP_004021457
Heteropteryx dilatata	YP_004021418
Phobaeticus serratipes	YP_004021391
Solenopsis richteri	YP_004021377
Micadina phluctainoides	YP_004021117
Solenopsis invicta	YP_004021103
Crocodylus mindorensis	YP_004021079
Solenopsis geminata	YP_004021064
Benedenia hoshinai	YP_003934531
Arcuatula senhousia	YP_003934511
Leiocassis longirostris	YP_003934403
Eualetes tulipa	YP_003934388
Dendropoma gregarium	YP_003934260
Paphia euglypta	YP_003934248
Symsagittifera roscoffensis	YP_003934236
Kinosternon leucostomum	YP_003934225
Chrysolophus pictus	YP_003934212
Ambystoma unisexual lineage LJJJ	YP_003934034
Ambystoma texanum	YP_003934021
Ambystoma barbouri	YP_003933856
Tanystylum orbiculare	YP_003891050
Euphaea formosa	YP_003875591
Caprella mutica	YP_003875578
Lynx rufus	YP_003856762
Stichopus horrens	YP_003856734
Lepilemur hubbardorum	YP_003856723
Stichopus sp. SF-2010	YP_003856708
Hapalogenys nigripinnis	YP_003848788
Amalda northlandica	YP_003848776
Cuora pani	YP_003848749
Tetranychus cinnabarinus	YP_003848721
Morone saxatilis	YP_003795701
Miichthys miiuy	YP_003795673
Collichthys lucidus	YP_003795660
Gomphocerippus rufus	YP_003795646
Panonychus citri	YP_003795544
Anilius scytale	YP_003795363
Apis cerana	YP_003735170
Rhinochimaera pacifica	YP_003735145
Harriotta raleighana	YP_003735132
Benedenia seriolae	YP_003735126
Hydrolagus lemures	YP_003735107
Chimaera fulva	YP_003735081
Callorhinchus milii	YP_003734926
Callorhinchus capensis	YP_003734913
Liriomyza trifolii	YP_003734899
Setaria digitata	YP_003734888
Callorhinchus callorynchus	YP_003734875
Lycengraulis grossidens	YP_003734795
Spathius agrili	YP_003734781
Lycothrissa crocodilus	YP_003734769
Coilia reynaldi	YP_003734756
Eupolyphaga sinensis	YP_003734729
Opisthopatus cinctipes	YP_003734716
Cotesia vestalis	YP_003734703
Coilia lindmani	YP_003734691
Lethenteron reissneri	YP_003734679
Anchoviella sp. LBP 2297	YP_003734665
Pellona flavipinnis	YP_003734652
Brevoortia tyrannus	YP_003734500
Amazonsprattus scintilla	YP_003734487
Thryssa baelama	YP_003734474
Collichthys niveatus	YP_003734461
Silurus glanis	YP_003734406
Oesophagostomum quadrispinulatum	YP_003667994
Acryllium vulturinum	YP_003667975
Leiolepis guttata	YP_003667962
Trioceros melleri	YP_003667923
Brookesia decaryi	YP_003667897
Cuora galbinifrons	YP_003595307
Thunnus maccoyii	YP_003595294
Thunnus albacares	YP_003587636
Oreochromis sp. 'red tilapia'	YP_003587623
Apalone ferox	YP_003587423
Nomascus siki	YP_003587384
Phytoseiulus persimilis	YP_003587331
Symphalangus syndactylus	YP_003587307
Otis tarda	YP_003587294
Hylobates pileatus	YP_003587281
Bison bonasus	YP_003587268
Hylobates agilis	YP_003587216
Cervus elaphus	YP_448948
Strongylus vulgaris	YP_003433891
Homo sapiens subsp. 'Denisova'	YP_003541047
Saccostrea mordax	YP_003541110
Bos primigenius	YP_003541086
triploid Megalobrama amblycephala x Xenocypris davidi	YP_003541073
diploid Megalobrama amblycephala x Xenocypris davidi	YP_003541060
Hypsiglena torquata	YP_003541001
Leptodeira polysticta	YP_003540899
Hypsiglena chlorophaea deserticola	YP_003540886
Imantodes cenchoa	YP_003540873
Hypsiglena slevini	YP_003540860
Sibon nebulatus	YP_003540801
Hypsiglena ochrorhyncha klauberi	YP_003540788
Hypsiglena ochrorhyncha nuchalata	YP_003540775
Hypsiglena sp. DGM-2008	YP_003540762
Pseudoleptodeira latifasciata	YP_003540749
Hypsiglena ochrorhyncha ochrorhyncha	YP_003540736
Lophophorus lhuysii	YP_003540723
Columba livia	YP_003540710
Hypsiglena chlorophaea chlorophaea	YP_003540697
Hypsiglena jani texana	YP_003540671
Coelophrys brevicaudata	YP_003457293
Gigantactis vanhoeffeni	YP_003457280
Holothuria forskali	YP_003457270
Chaunax pictus	YP_003457254
Ceratias uranoscopus	YP_003457241
Echinocardium cordatum	YP_003457231
Cryptopsaras couesii	YP_003457215
Tetrabrachium ocellatum	YP_003457206
Balanoglossus clavigerus	YP_003457176
Thaumatichthys pagidostomus	YP_003457150
Ophiocomina nigra	YP_003457138
Sladenia gardineri	YP_003457124
Lophiodes caulinaris	YP_003457111
Oneirodes thompsoni	YP_003457098
Diceratias pileatus	YP_003457085
Himantolophus groenlandicus	YP_003457059
Himantolophus albinares	YP_003457046
Melanocetus johnsonii	YP_003457033
Haplophryne mollis	YP_003457020
Rhynchactis macrothrix	YP_003456994
Mecistocirrus digitatus	YP_003434456
Beryx mollis	YP_003434418
Taenia pisiformis	YP_003434412
Cheilinus undulatus	YP_003434311
Palea steindachneri	YP_003434298
Cervus hanglu yarkandensis	YP_003434285
Pycnonotus sinensis	YP_003434251
Cervus elaphus xanthopygus	YP_003434197
Prumna arctica	YP_003434183
Cervus nippon hortulorum	YP_003434171
Tricula hortensis	YP_003434156
Hypoplectrus gemma	YP_003434145
Chabertia ovina	YP_003434131
Hyporthodus septemfasciatus	YP_003434105
Clinocottus analis	YP_003434092
Teladorsagia circumcincta	YP_003434078
Traulia szetschuanensis	YP_003434066
Hynobius yangi	YP_003434054
Trichostrongylus axei	YP_003434040
Siphlonurus immanis	YP_003433942
Syngamus trachea	YP_003433929
Onisimus nanseni	YP_003433903
Oesophagostomum dentatum	YP_003433879
Metastrongylus salmi	YP_003433826
Sagitta enflata	YP_003433825
Metastrongylus pudendotectus	YP_003433803
Sebastiscus marmoratus	YP_003433792
Decipisagitta decipiens	YP_003433788
Trichostrongylus vitrinus	YP_003433727
Apteryx owenii	YP_003433716
Arcyptera coreana	YP_003433702
Raiamas senegalensis	YP_003412072
Hynobius guabangshanensis	YP_003412046
Gila conspersa	YP_003412033
Lubomirskia baicalensis	YP_003412027
Pseudogobio esocinus	YP_003412006
Larimichthys polyactis	YP_003406744
Moschus moschiferus	YP_003406731
Microcosmus sulcatus	YP_003406728
Naemorhedus caudatus	YP_003406705
Oreochromis aureus	YP_003406692
Ulnaria acus	YP_003359473
Scomber australasicus	YP_003377675
Scomber colias	YP_003377662
Scomber japonicus	YP_003377649
Gandalfus yunohana	YP_003359511
Haliotis tuberculata tuberculata	YP_003359427
Laodelphax striatella	YP_003359327
Acheilognathus signifer	YP_003359207
Ognevia longipennis	YP_003359193
Nyctereutes procyonoides	YP_003359181
Oreochromis niloticus	YP_003355024
Ircinia strobilina	YP_003355009
Pyganodon grandis	YP_003354995
Venustaconcha ellipsiformis	YP_003354965
Quadrula quadrula	YP_003354952
Crassostrea hongkongensis	YP_003345453
Myrichthys maculosus	YP_003345439
Ilyophis brunneus	YP_003345426
Robinsia catherinae	YP_003345413
Myroconger compressus	YP_003345387
Paraconger notialis	YP_003345374
Stemonidium hypomelas	YP_003345348
Serrivomer beanii	YP_003345335
Nettastoma parviceps	YP_003345309
Avocettina infans	YP_003345296
Hoplunnis punctata	YP_003345283
Moringua edwardsi	YP_003345270
Facciolella oxyrhyncha	YP_003345257
Tragopan caboti	YP_003345231
Pseudotrapelus sinaitus	YP_003345023
Aplidium conicum	YP_003331401
Conocara murrayi	YP_003331382
Conocara macropterum	YP_003331356
Bathytroctes michaelsarsi	YP_003331330
Bajacalifornia megalops	YP_003331304
Bathytroctes macrolepis	YP_003331278
Bathytroctes breviceps	YP_003331265
Alepocephalus umbriceps	YP_003331238
Alepocephalus productus	YP_003331212
Whitmania pigra	YP_003331197
Rotaria rotatoria	YP_003331185
Alepocephalus bairdii	YP_003331174
Alepocephalus australis	YP_003331161
Styela plicata	YP_003331150
Alepocephalus agassizii	YP_003331135
Proedromys liangshanensis	YP_003331122
Talismania bifurcata	YP_003331109
Herdmania momus	YP_003331094
Narcetes stomias	YP_003331083
Leptoderma retropinna	YP_003331070
Vicugna vicugna	YP_003331057
Leptoderma lubricum	YP_003331044
Herwigia kreffti	YP_003331018
Rastrelliger brachysoma	YP_003289132
Pycnonotus taivanus	YP_003289081
Micrurus fulvius	YP_003289030
Xenograpsus testudinatus	YP_003289015
Causus defilippii	YP_003289004
Stylochyrus rarior	YP_003288838
Cuon alpinus	YP_003276025
Oryzias sinensis	YP_003264332
Carassius auratus x Megalobrama amblycephala pentaploid hybrid	YP_003264319
Parastichopus nigripunctatus	YP_003264304
Carassius auratus x Megalobrama amblycephala triploid hybrid	YP_003264293
Carassius auratus x Megalobrama amblycephala tetraploid hybrid	YP_003264280
Lagocephalus lunaris	YP_003227094
Mesocricetus auratus	YP_003208303
Lucinella divaricata	YP_003208288
Loripes lacteus	YP_003208141
Quasipaa spinosa	YP_003208130
Rhopaea magnicornis	YP_003204865
Ditaxis biseriata	YP_003204940
Sialis hamata	YP_003204927
Mordella atrata	YP_003204889
Mongoloraphidia harmandi	YP_003204852
Bolinus brandaris	YP_003204838
Macrogyrus oblongus	YP_003204826
Charybdis japonica	YP_003204786
Cymbium olla	YP_003204773
Conus borgesi	YP_003204747
Fusiturris similis	YP_003204734
Schistocerca gregaria gregaria	YP_003204709
Evania appendigaster	YP_003204683
Sinocyclocheilus grahami	YP_003162838
Meretrix meretrix	YP_003162824
Oncomelania hupensis robertsoni	YP_003162811
Sinocyclocheilus altishoulderus	YP_003162800
Ramulus hainanense	YP_003162786
Scophthalmus maximus	YP_003162761
Neopanorpa pulchra	YP_003162721
Toxotes chatareus	YP_003127122
Cubiceps pauciradiatus	YP_003127109
Hyperoglyphe japonica	YP_003127096
Siganus unimaculatus	YP_003127083
Threskiornis aethiopicus	YP_003127052
Oplegnathus punctatus	YP_003127007
Kuhlia mugil	YP_003126994
Rhynchopelates oxyrhynchus	YP_003126981
Labracoglossa argenteiventris	YP_003126955
Kyphosus cinerascens	YP_003126942
Girella punctata	YP_003126929
Platax orbicularis	YP_003126916
Xiphophorus hellerii	YP_003097642
Takifugu fasciatus	YP_003097544
Moxostoma congestum	YP_003097218
Oncomelania hupensis	YP_003097203
Xenocypris davidi	YP_003097192
Ictiobus bubalus	YP_003097179
Psacothea hilaris	YP_003097165
Budorcas taxicolor	YP_003097153
Tscherskia triton	YP_003097138
Angiostrongylus costaricensis	YP_003097134
Mayetiola destructor	YP_003097114
Angiostrongylus cantonensis	YP_003097109
Erimyzon oblongus	YP_003097090
Metacrangonyx longipes	YP_003084315
Argopecten irradians irradians	YP_003058256
Thymallus arcticus	YP_003029817
Thymallus thymallus	YP_003029804
Branchiostegus argentatus	YP_003002328
Branchiostegus albus	YP_003002302
Branchiostegus japonicus	YP_003002289
Hemidactylus frenatus	YP_003002166
Polyplectron bicalcaratum	YP_003002140
Oncomelania hupensis hupensis	YP_003002125
Pavo muticus	YP_003002009
Taenia hydatigena	YP_003002003
Lophura nycthemera	YP_003001984
Taenia multiceps	YP_003001978
Lineus viridis	YP_002995754
Stictopleurus subviridis	YP_002995742
Clavelina lepadiformis	YP_002995729
Ilyocoris cimicoides	YP_002971059
Dendrocygna javanica	YP_002971049
Cygnus atratus	YP_002971036
Doryteuthis opalescens	YP_002970999
Polychrus marmoratus	YP_002970982
Chalarodon madagascariensis	YP_002970943
Lycorma delicatula	YP_002970929
Leiocephalus personatus	YP_002970917
Gambelia wislizenii	YP_002970877
Basiliscus vittatus	YP_002970849
Oplurus grandidieri	YP_002970821
Cynoglossus semilaevis	YP_002970793
Valentia hoffmanni	YP_002970762
Ochterus marginatus	YP_002970723
Enithares tibialis	YP_002970710
Laccotrephes robustus	YP_002970608
Thermophis zhaoermii	YP_002970596
Meretrix petechialis	YP_002929374
Loris tardigradus	YP_002929324
Platalea leucorodia	YP_002929440
Saimiri sciureus	YP_002929479
Varecia variegata variegata	YP_002929453
Eulemur macaco macaco	YP_002929427
Oreocryptophis porphyraceus	YP_002929414
Eulemur fulvus mayottensis	YP_002929401
Urechis unicinctus	YP_002929386
Eulemur fulvus fulvus	YP_002929363
Perodicticus potto	YP_002929337
Otolemur crassicaudatus	YP_002929311
Galago senegalensis	YP_002929298
Lutjanus sebae	YP_002922036
Lutjanus malabaricus	YP_002922023
Xenomystus nigri	YP_002907493
Notopterus notopterus	YP_002907467
Gnathonemus petersii	YP_002907519
Cristaria plicata	YP_002907513
Papyrocranus congoensis	YP_002907480
Chitala ornata	YP_002907454
Chitala lopis	YP_002907441
Chitala blanci	YP_002907428
Anyperodon leucogrammicus	YP_002907415
Diadegma semiclausum	YP_002907401
Gymnarchus niloticus	YP_002907389
Bos javanicus	YP_002907376
Brevimyrus niger	YP_002907363
Moschus berezovskii	YP_002894719
Orussus occidentalis	YP_002889397
Cephus cinctus	YP_002889384
Dicerorhinus sumatrensis	YP_002887613
Rhinoceros sondaicus	YP_002887600
Diceros bicornis	YP_002887587
Coelodonta antiquitatis	YP_002887574
Makaira mazara	YP_002887561
Tetrapturus angustirostris	YP_002887548
Kajikia audax	YP_002887535
Xiphias gladius	YP_002887522
Istiophorus platypterus	YP_002887509
Istiompax indica	YP_002887496
Crassostrea ariakensis	YP_002860234
Crassostrea sikamea	YP_002860222
Crassostrea angulata	YP_002860210
Fejervarya cancrivora	YP_002860200
Acipenser sinensis	YP_002860186
Davidius lunatus	YP_002860159
Phascolosoma esculenta	YP_002836180
Geisha distinctissima	YP_002836168
Apostichopus japonicus	YP_002836154
Tropidophis haetianus	YP_002808578
Scylla tranquebarica	YP_002808484
Tachypleus tridentatus	YP_002808590
Scylla paramamosain	YP_002808563
Panonychus ulmi	YP_002808550
Scylla olivacea	YP_002808524
Scylla serrata	YP_002808458
Kinyongia fischeri	YP_002735111
Yemmalysus parallelus	YP_002735097
Riptortus pedestris	YP_002735071
Rattus praetor	YP_002791213
Phaenacantha marcida	YP_002735058
Neuroctenus parus	YP_002735045
Hydaropsis longirostris	YP_002735006
Chamaeleo calcaricarens	YP_002734966
Coptosoma bifaria	YP_002734946
Aeschyntelus notatus	YP_002791225
Chamaeleo arabicus	YP_002734931
Chamaeleo zeylanicus	YP_002734918
Chamaeleo monachus	YP_002791200
Chamaeleo dilepis	YP_002727990
Pyramidella dolabrata	YP_002727975
Myosotella myosotis	YP_002727962
Blanus cinereus	YP_002791187
Physopelta gutta	YP_002727950
Batrachuperus yenyuanensis	YP_002791135
Orius niger	YP_002727937
Ascobulla fragilis	YP_002791172
Chamaeleo chamaeleon	YP_002727925
Geocoris pallidipennis	YP_002727911
Chamaeleo africanus	YP_002727899
Dysdercus cingulatus	YP_002791160
Chamaeleo calyptratus	YP_002791148
Rattus exulans	YP_002791057
Mus musculus castaneus	YP_002791044
Siphonaria pectinata	YP_002726376
Fundulus grandis	YP_002726313
Rattus rattus	YP_002791018
Tarentola mauritanica	YP_002791070
Fundulus diaphanus	YP_002726140
Bison bison	YP_002791031
Gadus ogac	YP_002791096
Fundulus heteroclitus	YP_002791109
Haemoproteus columbae	YP_002734943
Paracyclopina nana	YP_002734993
Lissemys punctata	YP_002726652
Eretmochelys imbricata	YP_002726508
Ancylostoma caninum	YP_002725710
Bunostomum phlebotomum	YP_002725698
Dermatophagoides pteronyssinus	YP_002650706
Clonorchis sinensis	YP_002640631
Trimeresurus stejnegeri stejnegeri	YP_002640612
Saccharomyces pastorianus Weihenstephan 34/70	YP_002640604
Coturnicops exquisitus	YP_002640579
Rallina eurizonoides sepiaria	YP_002640566
Martes flavigula	YP_002640551
Gallirallus okinawae	YP_002640540
Pecari tajacu	YP_002601087
Lama glama	YP_002601074
Giraffa giraffa angolensis	YP_002600979
Antilope cervicapra	YP_002600872
Capricornis crispus	YP_002600792
Sus scrofa domesticus	YP_002600779
Grampus griseus	YP_002587101
Tursiops truncatus	YP_002587062
Stenella attenuata	YP_002586883
Delphinus capensis	YP_002587088
Tursiops aduncus	YP_002587049
Sousa chinensis	YP_002587036
Pseudolabrus eoethinus	YP_002587003
Cuora flavomarginata	YP_002586990
Stenella coeruleoalba	YP_002586977
Gyrinomimus myersi	YP_002586870
Gyrinomimus sp. UW 113191	YP_002586857
Cetomimus sp. AMS I34481001	YP_002586844
Procetichthys kreffti	YP_002586831
Barbourisia rufa	YP_002586818
Ataxolepis apus	YP_002586805
Parataeniophorus gulosus	YP_002586792
Eutaeniophorus festivus	YP_002586779
Chaetodermis penicilligerus	YP_002519900
Sinogastromyzon puliensis	YP_002519409
Meuschenia hippocrepis	YP_002520024
Pseudalutarius nasicornis	YP_002520011
Eubalichthys mosaicus	YP_002519926
Amanses scopas	YP_002519913
Acreichthys tomentosus	YP_002519887
Myrmecobius fasciatus	YP_002519874
Balistes vetula	YP_002519861
Acanthaluteres brownii	YP_002519848
Balistapus undulatus	YP_002519835
Xanthichthys auromarginatus	YP_002519822
Thylacinus cynocephalus	YP_002519809
Abalistes stellaris	YP_002519796
Rhinecanthus aculeatus	YP_002519718
Brachaluteres ulvarum	YP_002519705
Pseudobalistes flavimarginatus	YP_002519692
Odonus niger	YP_002519679
